key,Rare disease,link,description
post-1121,Familial Adenomatous Polyposis,https://rarediseases.org/rare-diseases/familial-adenomatous-polyposis/,adenomatous polyposis of the colon (APC)familial multiple polyposisFAPhereditary polyposis colimultiple polyposis of the colon
post-930,Familial Calcium Pyrophosphate Deposition Disease,https://rarediseases.org/rare-diseases/chondrocalcinosis-familial-articular/,chondrocalcinosis 1 (CCAL1)chondrocalcinosis 2 (CCAL2)
post-1122,Familial Cold Autoinflammatory Syndrome,https://rarediseases.org/rare-diseases/familial-cold-autoinflammatory-syndrome/,familial cold urticariaFCASFCU
post-1123,Familial Encephalopathy with Neuroserpin Inclusion Bodies,https://rarediseases.org/rare-diseases/familial-encephalopathy-with-neuroserpin-inclusion-bodies/,familial encephalopathy with Collins bodiesFENIB
post-1124,Familial Eosinophilic Cellulitis,https://rarediseases.org/rare-diseases/familial-eosinophilic-cellulitis/,Eosinophilic CellulitisGranulomatous Dermatitis with EosinophiliaWells syndrome
post-1125,Familial Hypercholesterolemia,https://rarediseases.org/rare-diseases/familial-hypercholesterolemia/,"autosomal dominant hypercholesterolemiaFHhyperlipoproteinemia, type IIALDLR-related familial hypercholesterolemia, autosomal dominantAPOB-related familial hypercholesterolemia, autosomal dominantPCSK9-related familial hypercholesterolemia, autosomal dominant"
post-1126,Familial Hypophosphatemia,https://rarediseases.org/rare-diseases/familial-hypophosphatemia/,hereditary type I hypophosphatemia (HPDR I)hereditary type II hypophosphatemia (HPDR II)hypophosphatemic D-resistant rickets Ihypophosphatemic D-resistant rickets IIphosphate diabetesX-linked hypophosphatemiaXLHX-linked vitamin D-resistant rickets
post-1128,Familial Isolated Hypoparathyroidism,https://rarediseases.org/rare-diseases/familial-isolated-hypoparathyroidism/,FIH
post-1129,Familial Lipoprotein Lipase Deficiency,https://rarediseases.org/rare-diseases/familial-lipoprotein-lipase-deficiency/,familial LPL deficiencyhyperlipoproteinemia type 1
post-259840,Familial Mediterranean Fever,https://rarediseases.org/rare-diseases/familial-mediterranean-fever/,familial paroxysmal polyserositisFMFrecurrent polyserositis
post-1131,Familial Partial Lipodystrophy,https://rarediseases.org/rare-diseases/familial-partial-lipodystrophy/,FPLKobberling-Dunnigan syndromelipoatrophic diabetes
post-1943,Familial Platelet Disorder with Associated Myeloid Malignancy,https://rarediseases.org/rare-diseases/familial-platelet-disorder-with-associated-myeloid-malignancy/,familial platelet disorder with predisposition to acute myeloid leukemia (FPD/AML)familial platelet disorder with propensity to myeloid malignancy (FPDMM)familial platelet disorder with associated myeloid malignancy
post-1132,Fanconi Anemia,https://rarediseases.org/rare-diseases/fanconi-anemia/,Fanconi pancytopeniaFA
post-1134,Fascioliasis,https://rarediseases.org/rare-diseases/fascioliasis/,FasciolosisLiver fluke disease
post-1920,Fatal Familial Insomnia,https://rarediseases.org/rare-diseases/fatal-familial-insomnia/,FFI
post-1135,Felty Syndrome,https://rarediseases.org/rare-diseases/felty-syndrome/,Splenomegaly with Rheumatoid Arthritis
post-1136,Femoral Facial Syndrome,https://rarediseases.org/rare-diseases/femoral-facial-syndrome/,"femoral dysgenesis, bilateralfemoral dysgenesis, bilateral-Robin anomalyfemoral hypoplasia-unusual facies syndromeFFSisolated femoral hypoplasia"
post-1137,Ferroportin Disease,https://rarediseases.org/rare-diseases/ferroportin-disease/,hemochromatosis type 4SLC40A1-related hereditary hemochromatosis
post-91170,Fetal and Neonatal Alloimmune Thrombocytopenia,https://rarediseases.org/rare-diseases/fetal-and-neonatal-alloimmune-thrombocytopenia/,FNAITneonatal alloimmune thrombocytopenia (NAIT)fetomaternal alloimmune thromobocytopenia (FMAIT)
post-1139,Fetal Hydantoin Syndrome,https://rarediseases.org/rare-diseases/fetal-hydantoin-syndrome/,Dilantin embryopathyPhenytoin embryopathyHydantoin embryopathy
post-1140,Fetal Retinoid Syndrome,https://rarediseases.org/rare-diseases/fetal-retinoid-syndrome/,"Accutane embryopathyAccutane-exposed pregnanciesAccutane, fetal effects ofIsotretinoin embryopathyIsotretinoin, fetal effects ofIsotretinoin teratogen syndromeRetinoic acid embryopathy"
post-1141,Fetal Valproate Syndrome,https://rarediseases.org/rare-diseases/fetal-valproate-syndrome/,valproic acid embryopathysusceptibility to valproate embryopathyfetal valproic acid syndromeFVS
post-1142,FG Syndrome Type 1,https://rarediseases.org/rare-diseases/fg-syndrome-type-1/,FGS1Opitz-Kaveggia syndrome
post-2024,Fibrillary Glomerulonephritis,https://rarediseases.org/rare-diseases/fibrillary-glomerulonephritis/,fibrillary GNnon-amyloid fibrillary glomerulopathyCongo red-negative amyloidosis-like glomerulopathydon-amyloid fibrillary glomerulonephritis
post-1143,Fibrodysplasia Ossificans Progressiva,https://rarediseases.org/rare-diseases/fibrodysplasia-ossificans-progressiva/,FOPmyositis ossificans progressiva
post-1924,Fibrolamellar Carcinoma,https://rarediseases.org/rare-diseases/fibrolamellar-carcinoma/,fibrolamellar carcinoma or cancer (FLC)fibrolamellar hepatocellular carcinoma (FL-HCC)
post-1144,Fibromuscular Dysplasia,https://rarediseases.org/rare-diseases/fibromuscular-dysplasia/,FMD
post-1146,Fibrosing Mediastinitis,https://rarediseases.org/rare-diseases/fibrosing-mediastinitis/,mediastinal fibrosissclerosing mediastinitisFM
post-1147,Fibrous Dysplasia,https://rarediseases.org/rare-diseases/fibrous-dysplasia/,FDfibrous dysplasia of boneJaffe-Lichtenstein disease
post-1148,Filariasis,https://rarediseases.org/rare-diseases/filariasis/,Bancroftian FilariasisFilarial ElephantiasisFilariasis MalayiMalayi Tropical EosinphiliaWuchereriasis
post-1149,Filippi Syndrome,https://rarediseases.org/rare-diseases/filippi-syndrome/,Syndactyly Type I with Microcephaly and Mental Retardation
post-1150,Fitz Hugh Curtis Syndrome,https://rarediseases.org/rare-diseases/fitz-hugh-curtis-syndrome/,Gonococcal PerihepatitisPerihepatitis Syndrome
post-1151,Floating Harbor Syndrome,https://rarediseases.org/rare-diseases/floating-harbor-syndrome/,FHSPelletier-Leisti syndrome
post-1152,Focal Dermal Hypoplasia,https://rarediseases.org/rare-diseases/focal-dermal-hypoplasia/,"combined mesoectodermal dysplasiaDHOFectodermal and mesodermal dysplasia, congenitalectodermal and mesodermal dysplasia with osseous involvementFDHfocal dermal dysplasia syndromefocal dermato-phalangeal dysplasiaFODHGoltz-Gorlin SyndromeGoltz Syndrome"
post-1956,Focal Segmental Glomerulosclerosis,https://rarediseases.org/rare-diseases/focal-segmental-glomerulosclerosis/,FSGS
post-1983,Follicular Lymphoma,https://rarediseases.org/rare-diseases/follicular-lymphoma/,N/A
post-1153,Food Protein-Induced Enterocolitis Syndrome,https://rarediseases.org/rare-diseases/food-protein-induced-enterocolitis-syndrome/,dietary protein enterocolitisFPIES
post-1155,Formaldehyde Poisoning,https://rarediseases.org/rare-diseases/formaldehyde-poisoning/,Formaldehyde ExposureFormaldehyde ToxicityFormalin IntoxicationFormalin Toxicity
post-1156,Fountain Syndrome,https://rarediseases.org/rare-diseases/fountain-syndrome/,intellectual disability-deafness-skeletal abnormalities-coarse face with full lips
post-1157,Fournier Gangrene,https://rarediseases.org/rare-diseases/fournier-gangrene/,"Fournier diseaseFournier's diseaseFourniers diseaseFournier's gangreneFourniers gangrenegangrene, Fourniergangrene, Fournier'snecrotizing fasciitis of the perineum and genitaliasynergistic necrotizing fasciitis of the perineum and genitalia"
post-1158,Fox Fordyce Disease,https://rarediseases.org/rare-diseases/fox-fordyce-disease/,apocrine duct occlusionapocrine miliaria
post-1159,Fragile X Syndrome,https://rarediseases.org/rare-diseases/fragile-x-syndrome/,"fragile site, folic acid type, rare, Fra(X)(Q27.3)marker X syndromeMartin-Bell syndrome"
post-1160,Fraser Syndrome,https://rarediseases.org/rare-diseases/fraser-syndrome/,cryptophthalmos-syndactyly syndromecryptophthalmos syndromecryptophthalmos with other malformationsFraser-Francois syndromeMeyer-Schwickerath syndromeUlrich-Feichtiger syndromeFS
post-1161,Freeman Sheldon Syndrome,https://rarediseases.org/rare-diseases/freeman-sheldon-syndrome/,Freeman-Burian syndromeFBScraniocarpotarsal dysplasiacraniocarpotarsal dysplasiaDA2Adistal arthrogryposis type 2AFSSwhistling face syndromewhistling face-windmill vane hand syndrome
post-1162,Frey Syndrome,https://rarediseases.org/rare-diseases/frey-syndrome/,auriculotermporal syndromegustatory sweating
post-818,Friedreich’s Ataxia,https://rarediseases.org/rare-diseases/friedreichs-ataxia/,FRDA
post-1163,Froelich Syndrome,https://rarediseases.org/rare-diseases/froelichs-syndrome/,adiposogenital dystrophyBabinski-Froelich syndromedystrophia adiposogenitalisFrolich's syndromehypothalamic infantilism-obesityLaunois-Cleret syndrome
post-1164,Frontofacionasal Dysplasia,https://rarediseases.org/rare-diseases/frontofacionasal-dysplasia/,facio-fronto-nasal dysplasiaFFNDfrontofacionasal dysostosis
post-1165,Frontonasal Dysplasia,https://rarediseases.org/rare-diseases/frontonasal-dysplasia/,FNDmedian cleft face syndromeFrontorhinyFrontonasal malformation; FNM
post-1578,Frontotemporal Degeneration,https://rarediseases.org/rare-diseases/frontotemporal-degeneration/,"frontotemporal dementiafrontotemporal lobar degenerationFTDFTLDPick’s disease (limited, see below)"
post-1166,"Fructose Intolerance, Hereditary",https://rarediseases.org/rare-diseases/fructose-intolerance-hereditary/,Fructose-1-Phosphate Aldolase DeficiencyFructosemia
post-1167,Fryns Syndrome,https://rarediseases.org/rare-diseases/fryns-syndrome/,FRNS
post-1168,Fucosidosis,https://rarediseases.org/rare-diseases/fucosidosis/,alpha-L-fucosidase deficiency
post-1169,Fukuyama Type Congenital Muscular Dystrophy,https://rarediseases.org/rare-diseases/fukuyama-type-congenital-muscular-dystrophy/,"cerebromuscular dystrophy, Fukuyama typecongenital muscular dystrophy, Fukuyama typeFCMDmicropolygyria with muscular dystrophymuscular dystrophy, congenital, Fukuyama typemuscular dystrophy, congenital with central nervous system involvementmuscular dystrophy, fukuyama type"
post-1006,Functional Neurological Disorder,https://rarediseases.org/rare-diseases/fnd/,functional neurological symptom disorderfunctional movement disorderconversion disorderpsychogenic seizures / movement disorderdissociative seizures / motor disordernon-epileptic seizuresFNDdissociative neurological symptoms disorder
post-1170,Galactosemia,https://rarediseases.org/rare-diseases/galactosemia/,galactose-1-phosphate uridylyl transferase deficiencytransferase deficiency galactosemiaGALT deficiency
post-1171,Galloway-Mowat Syndrome,https://rarediseases.org/rare-diseases/galloway-mowat-syndrome/,"Galloway SyndromeHershberger SyndromeHiatal Hernia-Microcephaly-Nephrosis, Galloway TypeMicrocephaly-Hiatal Hernia-Nephrosis, Galloway TypeMicrocephaly-Hiatal Hernia-Nephrotic SyndromeNephrocerebellar SyndromeNephrosis-Microcephaly SyndromeNephrosis-Neuronal Dysmigration SyndromeYoder Dystonia"
post-1172,"Gastritis, Chronic, Erosive",https://rarediseases.org/rare-diseases/gastritis-chronic-erosive/,"Idiopathic Chronic, Erosive GastritisVarioliform Gastritis"
post-1174,Gastrointestinal Stromal Tumors,https://rarediseases.org/rare-diseases/gastrointestinal-stromal-tumors/,GIST
post-1175,Gastroparesis,https://rarediseases.org/rare-diseases/gastroparesis/,delayed gastric emptyinggastric atonygastric dysmotilitygastric stasisgastrointestinal autonomic neuropathygastroparesis diabeticorumgastropathysevere functional dyspepsia
post-1176,Gastroschisis,https://rarediseases.org/rare-diseases/gastroschisis/,congenital fissurelaparoschisis
post-1177,Gaucher Disease,https://rarediseases.org/rare-diseases/gaucher-disease/,cerebroside lipidosis syndromeGaucher splenomegalyglucocerebrosidase deficiencyglucocerebrosidosisglucosylceramidase deficiencyglucosyl cerebroside lipidosiskerasin lipoidosiskerasin thesaurismosislipid histiocytosis (kerasin type)sphingolipidosis 1
post-1178,General Myoclonus,https://rarediseases.org/rare-diseases/general-myoclonus/,No synonyms found
post-2001,Generalized Arterial Calcification of Infancy,https://rarediseases.org/rare-diseases/generalized-arterial-calcification-of-infancy/,ENPP1 deficiencyABCC6 deficiencyidiopathic infantile arterial calcification (IIAC)idiopathic arterial calcification of infancy (IACI)arterial calcification of infancyocclusive infantile arterial calcificationocclusive infantile arteriopathyGACI
post-1180,Gerstmann Syndrome,https://rarediseases.org/rare-diseases/gerstmann-syndrome/,Developmental Gerstmann SyndromeGerstmann TetradGS
post-1934,Gerstmann-Sträussler-Scheinker Disease,https://rarediseases.org/rare-diseases/gerstmann-straussler-scheinker-disease/,Gerstmann-Sträussler-Scheinker (GSS) syndromeGSS
post-1987,Gestational Trophoblastic Disease,https://rarediseases.org/rare-diseases/gestational-trophoblastic-disease/,GTDgestational trophoblastic neoplasia (GTN)malignant gestational trophoblastic diseasepersistent gestational trophoblastic disease
post-1181,Gianotti Crosti Syndrome,https://rarediseases.org/rare-diseases/gianotti-crosti-syndrome/,"Acrodermatitis, Infantile LichenoidAcrodermatitis, Papular InfantileCrosti-Gianotti SyndromeGCSPACPapular Acrodermatitis of ChildhoodPAS"
post-1182,Giant Axonal Neuropathy,https://rarediseases.org/rare-diseases/giant-axonal-neuropathy/,GAN
post-805,Giant Cell Arteritis,https://rarediseases.org/rare-diseases/arteritis-giant-cell/,cranial arteritisGCAgranulomatous arteritistemporal arteritis (Horton's disease)
post-1183,Giant Cell Myocarditis,https://rarediseases.org/rare-diseases/giant-cell-myocarditis/,GCMidiopathic giant cell myocarditis
post-1184,Giant Congenital Melanocytic Nevus,https://rarediseases.org/rare-diseases/giant-congenital-melanocytic-nevus/,bathing trunk nevuscape nevuscongenital pigmented nevusgarment nevusgiant brown birthmarkgiant hairy nevusgiant hairy pigmented nevusgiant molegiant nevushairy birthmarkleptomeningeal melanosismultiple congenital melanocytic nevineurocutaneous melanocytosisneurocutaneous melanosissatellite neviswimming trunk nevus
post-1185,Gilbert Syndrome,https://rarediseases.org/rare-diseases/gilbert-syndrome/,constitutional liver dysfunctionfamilial nonhemolytic jaundiceGilbert-Lereboullet syndromeGilbert's diseasehyperbilirubinemia IMeulengracht's diseaseunconjugated benign bilirubinemia
post-1884,Gitelman Syndrome,https://rarediseases.org/rare-diseases/gitelman-syndrome/,familial hypokalemia-hypomagnesemiahypomagnesemia-hypokalemia with hypocalciuria
post-1186,Glanzmann Thrombasthenia,https://rarediseases.org/rare-diseases/glanzmann-thrombasthenia/,"Glanzmann diseaseGlanzmann-Naegeli syndromeGlanzmann thrombastheniaGlanzmann thrombasthenia, type Aglycoprotein complex IIb/IIIa, deficiency ofGP IIb-IIIa complex, deficiency ofGPIIb/IIIa receptor, deficiency ofGTAplatelet fibrinogen receptor deficiencythrombastheniathrombasthenia of Glanzmann and Naegeliintegrin αIIbβ3 receptor, deficiency of"
post-1187,Glioblastoma,https://rarediseases.org/rare-diseases/glioblastoma-multiforme/,"glioblastoma multiformeastrocytoma, grade IVGBM"
post-1995,Glioma,https://rarediseases.org/rare-diseases/glioma/,glial tumorglial cell tumorglial neoplasm
post-1188,Glucose Transporter Type 1 Deficiency Syndrome,https://rarediseases.org/rare-diseases/glucose-transporter-type-1-deficiency-syndrome/,De Vivo Diseaseglucose transporter protein syndromeGlut1 deficiency syndromeGlut1DS
post-1189,Glucose-6-Phosphate Dehydrogenase Deficiency,https://rarediseases.org/rare-diseases/glucose-6-phosphate-dehydrogenase-deficiency/,G6PD deficiencyG6PD
post-1190,Glucose-Galactose Malabsorption,https://rarediseases.org/rare-diseases/glucose-galactose-malabsorption/,monosaccharide malabsorptioncarbohydrate intolerance of glucose galactosecomplex carbohydrate intoleranceGGM
post-1191,Glutaric Aciduria Type I,https://rarediseases.org/rare-diseases/glutaricaciduria-i/,GA1glutaric acidemia type Iglutaric aciduria type Iglutaryl-CoA dehydrogenase deficiency
post-1192,Glutaric Aciduria Type II,https://rarediseases.org/rare-diseases/glutaricaciduria-ii/,"electron transfer flavoprotein, deficiency ofelectron transfer flavoprotein: ubiquinone oxidoreductase, deficiency ofGAIIGlutaric Acidemia IIGlutaric Aciduria IIGA2Ethylmalonic adipic aciduria (EMA)MADDmultiple acyl-Co-A dehydrogenase deficiency"
